,DPMP,mort_1998,mort_1999,mort_2000,mort_2001,mort_2002,mort_2003,mort_2004,mort_2005,mort_2006,mort_2007,mort_2008,mort_2009,mort_2010,mort_2011,mort_2012,mort_2013,mort_2014,mort_2015,mort_2016,mort_2017,mort_2018,TAE_1998,TAE_1999,TAE_2000,TAE_2001,TAE_2002,TAE_2003,TAE_2004,TAE_2005,TAE_2006,TAE_2007,TAE_2008,TAE_2009,TAE_2010,TAE_2011,TAE_2012,TAE_2013,TAE_2014,TAE_2015,TAE_2016,TAE_2017,TAE_2018,MPIO
210,15176,1.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,1.0,6.0,1.0,8.0,7.0,4.0,6.0,3.0,1.0,0.0,3.0,5.027624309392265,0.0,5.788804071246819,10.155185169437477,4.387483355525966,0.0,15.11567860568482,15.215918546521912,4.0404659717964435,8.790204678362574,3.8787522071806944,24.532661620299432,4.06113537117904,30.366631504410314,23.0944541414305,13.03773838240729,21.05047818399572,10.40054498787637,3.0458900655572365,0.0,9.04236291790057,Chiquinquirá
211,15180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99186991869919,0.0,0.0,0.0,0.0,0.0,0.0,27.625,0.0,Chiscas
212,15183,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.05,0.0,0.0,0.0,0.0,0.0,23.86666666666667,20.68181818181818,0.0,0.0,20.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.454545454545455,0.0,Chita
213,15185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99186991869919,0.0,0.0,0.0,0.0,0.0,0.0,34.12429378531074,0.0,0.0,Chitaraque
214,15187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chivatá
215,15189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.527472527472526,0.0,0.0,0.0,0.0,0.0,0.0,24.516129032258064,0.0,0.0,Ciénega
216,15204,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.456310679611647,0.0,0.0,25.249042145593872,25.3781512605042,0.0,18.114754098360656,18.57142857142857,0.0,0.0,0.0,22.098765432098766,0.0,21.74089068825911,0.0,0.0,20.54421768707483,0.0,0.0,19.74264705882353,Cómbita
217,15212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66265060240964,0.0,0.0,0.0,0.0,Coper
218,15215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Corrales
219,15218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,Covarachía
220,15223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cubará
221,15224,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.82608695652173,50.55555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.59493670886075,0.0,0.0,0.0,0.0,0.0,Cucaita
222,15226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.04545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuítiva
223,15232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.18181818181817,0.0,40.26548672566371,0.0,0.0,0.0,Chíquiza
224,15236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,0.0,0.0,Chivor
225,15238,2.0,3.0,2.0,4.0,3.0,1.0,5.0,3.0,4.0,4.0,6.0,4.0,10.0,6.0,12.0,2.0,4.0,12.0,11.0,7.0,9.0,5.160759384075357,7.7880569868831575,4.43688904241022,9.37623419163869,6.975104941842838,2.0614203454894433,10.62069238928295,6.2572167590213175,7.423399004314042,7.102797796628412,10.461102856145292,7.110420648615737,17.146696558676602,9.800457531308865,18.427109670528388,3.0508296974385614,5.96924023817703,16.449089214469264,14.590955352173847,9.683640983709598,10.864531686707295,Duitama
226,15244,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.07462686567165,0.0,0.0,0.0,23.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,65.77777777777777,0.0,0.0,0.0,40.07462686567165,38.74999999999999,0.0,0.0,0.0,El cocuy
227,15248,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,79.4736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.25531914893617,0.0,0.0,0.0,74.04494382022472,25.27777777777778,0.0,0.0,El espino
228,15272,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.81896551724138,0.0,30.132450331125828,0.0,0.0,29.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.097560975609756,0.0,0.0,Firavitoba
229,15276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.888888888888886,0.0,0.0,0.0,0.0,0.0,0.0,50.18691588785046,0.0,0.0,0.0,0.0,0.0,28.7378640776699,Floresta
230,15293,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.14285714285714,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,41.698113207547166,0.0,0.0,0.0,0.0,0.0,0.0,Gachantivá
231,15296,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.608695652173914,0.0,0.0,0.0,39.1578947368421,0.0,0.0,0.0,0.0,24.516129032258064,51.76870748299319,0.0,40.375939849624054,0.0,0.0,0.0,0.0,Gámeza
232,15299,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,18.54212733511247,12.605633802816902,8.466666666666667,19.692679278842267,18.944657553982744,0.0,0.0,10.80482897384306,9.426751592356688,9.662337662337663,0.0,0.0,0.0,0.0,18.117709382343065,0.0,0.0,0.0,0.0,7.968476357267951,Garagoa
233,15317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.59016393442623,0.0,0.0,0.0,0.0,0.0,82.72727272727272,0.0,0.0,Guacamayas
234,15322,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,15.661375661375661,18.146341463414636,0.0,0.0,0.0,0.0,0.0,16.174863387978142,0.0,0.0,0.0,0.0,17.02842377260982,16.98453608247423,0.0,0.0,0.0,0.0,47.27522837538405,13.35820895522388,0.0,Guateque
235,15325,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.964912280701753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.59722222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guayatá
236,15332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Güicán de la sierra
237,15362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.21052631578947,0.0,0.0,0.0,0.0,0.0,Iza
238,15367,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,53.884020618556704,0.0,32.30392156862745,0.0,0.0,0.0,0.0,15.119047619047617,0.0,0.0,0.0,0.0,28.899521531100476,0.0,0.0,14.901960784313726,22.409638554216873,26.323529411764707,0.0,0.0,0.0,Jenesano
239,15368,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.7563025210084,0.0,0.0,31.489361702127656,39.1578947368421,0.0,31.489361702127656,0.0,0.0,35.42857142857144,0.0,0.0,0.0,58.07692307692307,0.0,0.0,0.0,0.0,0.0,0.0,55.925925925925924,Jericó
240,15377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Labranzagrande
241,15380,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99999999999999,62.32876712328766,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.75,0.0,0.0,0.0,La capilla
242,15401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La victoria
243,15403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.353535353535356,0.0,0.0,0.0,0.0,0.0,0.0,21.925925925925927,0.0,0.0,29.291338582677167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,La uvita
244,15407,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.70676691729323,22.142857142857142,0.0,0.0,0.0,33.299281489808884,0.0,16.607142857142854,24.00487329434698,0.0,0.0,27.13032581453634,12.87109375,0.0,0.0,0.0,11.831238779174148,5.204918032786885,Villa de leyva
245,15425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.518987341772151,0.0,Macanal
246,15442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.111111111111114,0.0,0.0,36.829268292682926,40.18181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Maripí
247,15455,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.804347826086957,0.0,22.916666666666664,0.0,20.77625570776256,0.0,0.0,0.0,0.0,20.827586206896555,0.0,34.857111331788595,15.034013605442176,0.0,0.0,5.204918032786885,0.0,0.0,Miraflores
248,15464,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,30.333333333333336,0.0,31.489361702127656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7037037037037,38.357142857142854,26.0,0.0,0.0,0.0,66.25893635571056,Mongua
249,15466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.09195402298851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.245210727969344,0.0,0.0,17.63888888888889,0.0,0.0,0.0,0.0,Monguí
250,15469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,16.026669813547322,26.03258111751262,0.0,0.0,8.934911242603551,4.89247311827957,0.0,0.0,0.0,11.876105463261426,11.327797661655929,13.596947194719473,14.665042159820532,Moniquirá
251,15476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Motavita
252,15480,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.63157894736842,21.471471471471475,0.0,0.0,0.0,0.0,0.0,0.0,22.646048109965633,0.0,27.35294117647059,0.0,0.0,0.0,23.410852713178294,0.0,0.0,0.0,0.0,Muzo
253,15491,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,16.96629213483146,20.68181818181818,0.0,0.0,0.0,15.982142857142856,0.0,0.0,0.0,0.0,0.0,12.785714285714288,0.0,0.0,11.910994764397905,35.68761731980757,10.914634146341466,11.725978647686832,10.50880626223092,7.4590163934426235,Nobsa
254,15494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nuevo colón
255,15500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.50561797752809,0.0,0.0,0.0,0.0,61.48648648648649,Oicatá
256,15507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.501872659176033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.74390243902439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otanche
257,15511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.94202898550724,0.0,Pachavita
258,15514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.26605504587156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Páez
259,15516,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,13.1786133960047,14.701884460920606,13.779995072678,0.0,21.18293803362182,4.233333333333333,10.244129286035875,6.400476758045292,6.710758377425044,24.110331006896057,8.718425845276744,8.150298004664421,5.212264150943396,9.871146478043029,4.721189591078067,11.394732763336506,8.592533198598463,Paipa
260,15518,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.8169014084507,0.0,0.0,0.0,0.0,0.0,0.0,75.89743589743588,171.94520547945206,0.0,0.0,0.0,0.0,82.61538461538463,0.0,0.0,0.0,0.0,Pajarito
261,15522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Panqueba
262,15531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.463414634146343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.096774193548384,Pauna
263,15533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paya
264,15537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.743243243243246,0.0,0.0,0.0,0.0,0.0,30.0,13.229166666666664,0.0,0.0,30.743243243243246,0.0,71.52754763877383,Paz de río
265,15542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8125,0.0,0.0,0.0,0.0,0.0,0.0,17.209302325581394,0.0,12.297297297297298,18.114754098360656,0.0,0.0,31.99029126213592,0.0,0.0,Pesca
266,15550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.77777777777777,0.0,0.0,0.0,Pisba
267,15572,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,7.217741935483871,13.154363066898096,5.323101777059773,5.852713178294573,13.949576225726855,22.33747648759954,6.873111782477341,9.347517730496454,6.804597701149424,12.951401975900863,9.828129790514623,24.863914661629693,9.105852841100678,0.0,8.688597638903111,15.956460601498254,15.14725860272491,15.54729907773386,7.606287382613267,12.415508442394435,Puerto boyacá
268,15580,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,64.99999999999999,0.0,0.0,0.0,67.125,0.0,0.0,0.0,47.26708074534161,0.0,0.0,0.0,0.0,0.0,31.379310344827587,0.0,0.0,0.0,0.0,0.0,33.7037037037037,Quípama
269,15599,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,27.823834196891195,0.0,0.0,0.0,29.800766283524904,0.0,22.990353697749196,0.0,17.82258064516129,8.943661971830986,0.0,0.0,0.0,0.0,14.615384615384617,0.0,0.0,0.0,17.225133938970416,Ramiriquí
270,15600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.650602409638555,0.0,0.0,14.918032786885247,Ráquira
271,15621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rondón
272,15632,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.02013422818792,16.60606060606061,0.0,0.0,27.476589933671477,0.0,10.833333333333332,15.765550239234448,0.0,13.911917098445597,0.0,0.0,0.0,0.0,0.0,11.910994764397905,Saboyá
273,15638,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.76190476190477,0.0,0.0,66.96969696969697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.67901234567901,0.0,0.0,0.0,Sáchica
274,15646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.68,18.853503184713375,0.0,0.0,0.0,12.697495183044316,0.0,0.0,0.0,0.0,0.0,27.350698502810708,0.0,12.032520325203254,Samacá
275,15660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.42857142857142,0.0,0.0,79.14893617021276,0.0,0.0,0.0,0.0,San eduardo
276,15664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.04347826086957,0.0,0.0,32.49999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,San josé de pare
277,15667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.46041055718475,22.195121951219512,0.0,0.0,San luis de gaceno
278,15673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.870967741935484,0.0,0.0,0.0,0.0,0.0,19.240506329113924,0.0,0.0,San mateo
279,15676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.34883720930233,0.0,0.0,67.11111111111111,0.0,0.0,San miguel de sema
