,codmunre,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,codmunicipio,MUNICIPIO,codptore,DPTO
213,15226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15226,cuítiva,15,Boyaca
214,15232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15232,chíquiza,15,Boyaca
215,15236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15236,chivor,15,Boyaca
216,15238,2,3,2,4,3,1,5,3,4,4,6,4,10,6,12,2,4,12,11,7,9,15238,duitama,15,Boyaca
217,15244,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,15244,el cocuy,15,Boyaca
218,15248,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,15248,el espino,15,Boyaca
219,15272,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,15272,firavitoba,15,Boyaca
220,15276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,15276,floresta,15,Boyaca
221,15293,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15293,gachantivá,15,Boyaca
222,15296,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,15296,gámeza,15,Boyaca
223,15299,0,2,1,1,2,2,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,15299,garagoa,15,Boyaca
224,15317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15317,guacamayas,15,Boyaca
225,15322,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,1,0,15322,guateque,15,Boyaca
226,15325,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15325,guayatá,15,Boyaca
227,15332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15332,güicán de la sierra,15,Boyaca
228,15362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15362,iza,15,Boyaca
229,15367,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,15367,jenesano,15,Boyaca
230,15368,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,15368,jericó,15,Boyaca
231,15380,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,15380,la capilla,15,Boyaca
232,15403,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15403,la uvita,15,Boyaca
233,15407,0,0,0,1,1,0,0,0,2,0,1,2,0,0,2,1,0,0,0,1,1,15407,villa de leyva,15,Boyaca
234,15425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15425,macanal,15,Boyaca
235,15442,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,15442,maripí,15,Boyaca
236,15455,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,0,1,0,0,15455,miraflores,15,Boyaca
237,15464,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,15464,mongua,15,Boyaca
238,15466,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,15466,monguí,15,Boyaca
239,15469,0,0,1,0,0,0,0,0,2,3,0,0,1,1,0,0,0,2,2,2,2,15469,moniquirá,15,Boyaca
240,15480,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,15480,muzo,15,Boyaca
241,15491,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,1,1,1,15491,nobsa,15,Boyaca
242,15494,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15494,nuevo colón,15,Boyaca
243,15500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15500,oicatá,15,Boyaca
244,15507,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15507,otanche,15,Boyaca
245,15511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15511,pachavita,15,Boyaca
246,15514,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15514,páez,15,Boyaca
247,15516,0,0,0,0,2,2,2,0,3,1,2,1,1,4,2,2,1,2,2,3,2,15516,paipa,15,Boyaca
248,15518,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,15518,pajarito,15,Boyaca
249,15522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15522,panqueba,15,Boyaca
250,15531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15531,pauna,15,Boyaca
251,15537,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,2,15537,paz de río,15,Boyaca
252,15542,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,15542,pesca,15,Boyaca
253,15550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15550,pisba,15,Boyaca
254,15572,0,1,2,1,1,2,3,1,2,1,2,2,5,2,0,2,3,3,3,2,3,15572,puerto boyacá,15,Boyaca
255,15580,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,15580,quípama,15,Boyaca
256,15599,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,2,15599,ramiriquí,15,Boyaca
257,15600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15600,ráquira,15,Boyaca
258,15621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15621,rondón,15,Boyaca
259,15632,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,0,0,0,0,0,1,15632,saboyá,15,Boyaca
260,15638,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15638,sáchica,15,Boyaca
261,15646,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,15646,samacá,15,Boyaca
262,15660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15660,san eduardo,15,Boyaca
263,15664,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15664,san josé de pare,15,Boyaca
264,15667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,15667,san luis de gaceno,15,Boyaca
265,15673,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,15673,san mateo,15,Boyaca
266,15676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15676,san miguel de sema,15,Boyaca
267,15681,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,15681,san pablo de borbur,15,Boyaca
268,15686,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,15686,santana,15,Boyaca
269,15690,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,15690,santa maría,15,Boyaca
270,15693,0,2,0,0,0,1,2,0,0,2,0,0,2,1,1,0,0,1,0,0,0,15693,santa rosa de viterbo,15,Boyaca
271,15696,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15696,santa sofía,15,Boyaca
272,15720,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15720,sativanorte,15,Boyaca
273,15740,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,15740,siachoque,15,Boyaca
274,15753,1,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,0,1,15753,soatá,15,Boyaca
275,15755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,15755,socotá,15,Boyaca
276,15757,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,15757,socha,15,Boyaca
277,15759,2,3,7,4,4,4,3,8,7,9,5,5,5,6,4,9,7,6,15,12,15,15759,sogamoso,15,Boyaca
278,15761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,15761,somondoco,15,Boyaca
279,15762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15762,sora,15,Boyaca
280,15763,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15763,sotaquirá,15,Boyaca
281,15764,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15764,soracá,15,Boyaca
282,15774,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15774,susacón,15,Boyaca
283,15776,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,15776,sutamarchán,15,Boyaca
284,15778,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,15778,sutatenza,15,Boyaca
285,15790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15790,tasco,15,Boyaca
286,15798,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15798,tenza,15,Boyaca
287,15804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,15804,tibaná,15,Boyaca
288,15806,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,15806,tibasosa,15,Boyaca
289,15808,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15808,tinjacá,15,Boyaca
290,15810,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,15810,tipacoque,15,Boyaca
291,15814,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15814,toca,15,Boyaca
292,15820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15820,tópaga,15,Boyaca
293,15822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15822,tota,15,Boyaca
294,15832,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15832,tununguá,15,Boyaca
295,15835,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15835,turmequé,15,Boyaca
296,15837,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,15837,tuta,15,Boyaca
297,15839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15839,tutazá,15,Boyaca
298,15842,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15842,úmbita,15,Boyaca
299,15861,0,0,1,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,15861,ventaquemada,15,Boyaca
300,15897,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15897,zetaquira,15,Boyaca
301,17001,23,16,19,27,18,20,21,18,21,29,30,28,27,34,34,32,26,35,49,38,46,17001,manizales,17,Caldas
302,17013,1,1,0,0,1,2,1,1,1,1,2,1,4,3,1,1,2,3,1,1,1,17013,aguadas,17,Caldas
303,17042,2,4,0,2,3,2,2,0,0,1,1,3,2,5,3,3,8,4,3,1,1,17042,anserma,17,Caldas
304,17050,1,0,0,0,1,2,1,2,0,0,0,1,0,1,1,2,0,1,1,0,1,17050,aranzazu,17,Caldas
305,17088,0,0,0,1,0,2,2,1,0,0,2,0,1,0,1,1,0,0,0,0,1,17088,belalcázar,17,Caldas
306,17174,1,4,4,4,3,3,2,2,4,4,5,4,4,2,6,2,1,7,8,5,9,17174,chinchiná,17,Caldas
307,17272,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,0,17272,filadelfia,17,Caldas
308,17380,2,2,3,2,5,3,4,6,9,4,4,4,4,6,7,5,4,4,8,7,5,17380,la dorada,17,Caldas
309,17388,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,17388,la merced,17,Caldas
310,17433,0,1,1,0,0,0,4,4,0,0,3,2,1,1,1,0,0,1,1,1,0,17433,manzanares,17,Caldas
311,17442,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,17442,marmato,17,Caldas
312,17444,0,0,0,0,2,0,0,0,0,0,1,1,2,0,2,1,0,2,0,0,1,17444,marquetalia,17,Caldas
313,17486,1,2,0,0,1,1,0,1,0,0,2,1,2,3,0,3,0,2,2,2,2,17486,neira,17,Caldas
314,17513,1,3,2,1,0,0,2,2,1,2,1,0,0,1,1,0,1,0,5,0,0,17513,pácora,17,Caldas
315,17524,2,0,1,1,3,0,2,1,0,0,0,3,3,0,1,1,1,0,0,2,2,17524,palestina,17,Caldas
316,17541,0,2,3,1,0,1,0,1,0,0,2,1,1,4,1,1,1,1,1,1,0,17541,pensilvania,17,Caldas
317,17614,0,2,4,3,0,3,3,3,3,1,2,2,2,4,6,2,2,6,4,5,4,17614,riosucio,17,Caldas
318,17616,0,0,0,0,0,2,0,2,0,0,3,0,1,1,2,0,2,2,0,1,1,17616,risaralda,17,Caldas
319,17653,1,1,0,1,3,2,1,0,2,3,2,3,0,1,0,0,1,1,5,2,5,17653,salamina,17,Caldas
320,17662,1,1,1,0,3,1,1,1,2,2,1,0,2,2,0,1,3,0,0,0,1,17662,samaná,17,Caldas
321,17665,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,17665,san josé,17,Caldas
322,17777,0,2,1,0,2,3,2,1,2,2,2,3,1,2,1,2,0,2,4,5,5,17777,supía,17,Caldas
323,17867,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,17867,victoria,17,Caldas
324,17873,0,1,1,3,1,2,0,3,3,2,5,7,2,4,2,2,1,1,7,5,6,17873,villamaría,17,Caldas
325,17877,0,0,1,0,1,1,0,1,1,1,0,2,0,0,2,1,0,1,1,2,1,17877,viterbo,17,Caldas
326,18001,5,2,3,5,1,7,2,3,7,6,6,4,10,11,8,9,13,7,8,15,10,18001,florencia,18,Caqueta
327,18029,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18029,albania,18,Caqueta
328,18094,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18094,belén de los andaquíes,18,Caqueta
329,18150,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,18150,cartagena del chairá,18,Caqueta
330,18205,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,18205,curillo,18,Caqueta
331,18247,0,2,0,1,1,2,0,0,0,1,2,0,0,2,1,1,2,1,1,0,1,18247,el doncello,18,Caqueta
332,18256,0,0,0,1,1,1,0,1,1,1,0,0,0,2,1,0,0,2,1,0,0,18256,el paujíl,18,Caqueta
333,18410,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,18410,la montañita,18,Caqueta
334,18460,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,18460,milán,18,Caqueta
335,18479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18479,morelia,18,Caqueta
336,18592,0,2,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,3,3,18592,puerto rico,18,Caqueta
337,18610,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,18610,san josé del fragua,18,Caqueta
338,18753,0,0,1,2,1,0,0,1,0,0,0,2,1,2,0,1,1,4,0,2,1,18753,san vicente del caguán,18,Caqueta
339,18756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18756,solano,18,Caqueta
340,18785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18785,solita,18,Caqueta
341,18860,2,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,18860,valparaíso,18,Caqueta
342,19001,4,13,10,5,13,9,13,17,16,14,13,12,19,20,17,24,22,32,24,30,25,19001,popayán,19,Cauca
343,19022,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0,19022,almaguer,19,Cauca
344,19050,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,19050,argelia,19,Cauca
345,19075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19075,balboa,19,Cauca
346,19100,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,19100,bolívar,19,Cauca
347,19110,0,0,0,0,0,0,1,0,0,3,0,0,2,1,2,0,1,1,2,1,1,19110,buenos aires,19,Cauca
348,19130,1,1,1,0,1,0,0,0,0,1,0,0,4,2,0,2,0,0,0,0,0,19130,cajibío,19,Cauca
349,19137,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,19137,caldono,19,Cauca
350,19142,1,0,1,3,0,1,0,2,0,0,3,0,1,0,2,2,2,2,1,1,0,19142,caloto,19,Cauca
351,19212,2,1,0,1,0,1,0,3,1,2,2,0,1,2,2,1,4,1,2,0,1,19212,corinto,19,Cauca
352,19256,1,2,0,1,0,0,0,0,1,0,1,0,0,0,4,0,0,3,3,3,0,19256,el tambo,19,Cauca
353,19290,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,19290,florencia,19,Cauca
354,19300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,19300,guachené,19,Cauca
355,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,1,19318,guapi,19,Cauca
356,19355,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,19355,inzá,19,Cauca
357,19364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19364,jambaló,19,Cauca
358,19392,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,19392,la sierra,19,Cauca
359,19397,0,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,19397,la vega,19,Cauca
360,19418,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19418,lópez de micay,19,Cauca
361,19450,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19450,mercaderes,19,Cauca
362,19455,2,1,0,0,2,1,0,0,1,2,1,3,3,0,1,1,1,2,4,0,1,19455,miranda,19,Cauca
363,19473,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,2,19473,morales,19,Cauca
364,19513,0,0,1,0,1,0,0,1,0,0,0,2,1,0,0,1,2,0,1,0,0,19513,padilla,19,Cauca
365,19517,0,0,0,1,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,19517,páez,19,Cauca
366,19532,1,0,0,1,1,0,0,1,2,1,0,0,1,0,3,0,1,1,2,1,2,19532,patía,19,Cauca
367,19548,0,0,1,1,1,0,1,0,1,1,1,0,1,0,2,2,1,1,1,1,1,19548,piendamó - tunía,19,Cauca
368,19573,3,2,0,1,2,3,4,1,1,3,3,8,2,3,2,4,3,3,6,1,6,19573,puerto tejada,19,Cauca
369,19585,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,19585,puracé,19,Cauca
370,19622,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,19622,rosas,19,Cauca
371,19693,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19693,san sebastián,19,Cauca
372,19698,0,2,6,3,2,3,3,4,5,6,4,2,6,4,3,9,6,7,9,5,9,19698,santander de quilichao,19,Cauca
373,19701,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19701,santa rosa,19,Cauca
374,19743,2,0,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,19743,silvia,19,Cauca
375,19760,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,19760,sotará paispamba,19,Cauca
376,19780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,2,19780,suárez,19,Cauca
377,19807,2,0,1,2,1,0,0,1,0,0,3,0,3,2,2,4,2,2,2,2,0,19807,timbío,19,Cauca
378,19809,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,19809,timbiquí,19,Cauca
379,19821,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19821,toribío,19,Cauca
380,19824,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19824,totoró,19,Cauca
381,20001,5,8,5,7,13,6,7,11,16,13,20,15,21,19,25,27,35,21,24,33,25,20001,valledupar,20,Cesar
382,20011,2,0,0,1,1,2,0,1,0,1,3,2,1,3,4,4,2,5,3,2,9,20011,aguachica,20,Cesar
383,20013,0,1,4,2,1,1,0,2,2,3,1,1,1,1,2,2,6,0,2,3,4,20013,agustín codazzi,20,Cesar
384,20032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,1,20032,astrea,20,Cesar
385,20045,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,1,2,0,0,2,20045,becerril,20,Cesar
386,20060,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2,2,2,0,0,1,5,20060,bosconia,20,Cesar
387,20175,0,0,2,0,1,1,1,0,3,0,0,0,1,0,0,1,0,0,3,1,0,20175,chimichagua,20,Cesar
388,20178,0,1,0,1,0,1,1,0,0,0,0,0,3,2,0,1,1,1,1,4,1,20178,chiriguaná,20,Cesar
389,20228,0,0,1,0,0,1,0,0,2,1,1,1,1,0,2,1,0,1,0,2,1,20228,curumaní,20,Cesar
390,20238,0,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,2,0,20238,el copey,20,Cesar
391,20250,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,2,20250,el paso,20,Cesar
392,20295,1,0,1,0,0,1,0,0,2,0,0,1,0,0,1,1,0,1,1,1,1,20295,gamarra,20,Cesar
393,20310,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,20310,gonzález,20,Cesar
394,20383,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,2,20383,la gloria,20,Cesar
395,20400,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,1,1,3,1,20400,la jagua de ibirico,20,Cesar
396,20443,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,20443,manaure balcón del cesar,20,Cesar
397,20517,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,1,2,0,1,20517,pailitas,20,Cesar
398,20550,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,0,1,20550,pelaya,20,Cesar
399,20570,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20570,pueblo bello,20,Cesar
400,20614,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,20614,río de oro,20,Cesar
401,20621,0,0,1,1,1,0,1,0,2,0,0,0,1,1,0,2,1,1,1,2,3,20621,la paz,20,Cesar
402,20710,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,20710,san alberto,20,Cesar
403,20750,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,1,20750,san diego,20,Cesar
404,20770,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,2,20770,san martín,20,Cesar
405,20787,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,0,5,0,0,0,20787,tamalameque,20,Cesar
406,23001,10,9,14,13,7,10,7,11,13,17,13,20,20,30,33,28,33,27,37,28,40,23001,montería,23,Cordoba
407,23068,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,4,0,23068,ayapel,23,Cordoba
408,23079,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,23079,buenavista,23,Cordoba
409,23090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,23090,canalete,23,Cordoba
410,23162,0,0,2,3,4,2,2,2,1,4,1,3,5,1,3,1,1,2,4,7,4,23162,cereté,23,Cordoba
411,23168,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23168,chimá,23,Cordoba
412,23182,0,1,1,1,1,1,0,0,1,0,1,2,1,2,3,2,0,0,0,0,3,23182,chinú,23,Cordoba
413,23189,1,0,1,4,0,0,1,1,3,1,1,3,3,1,3,3,4,1,4,0,3,23189,ciénaga de oro,23,Cordoba
414,23300,0,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,23300,cotorra,23,Cordoba
415,23350,0,0,0,0,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,23350,la apartada,23,Cordoba
416,23417,1,1,2,0,1,0,2,2,1,4,2,3,4,3,6,5,6,6,8,7,4,23417,lorica,23,Cordoba
417,23419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23419,los córdobas,23,Cordoba
418,23464,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,23464,momil,23,Cordoba
419,23466,0,0,1,0,0,1,0,0,1,0,0,0,3,0,2,3,2,1,2,5,3,23466,montelíbano,23,Cordoba
420,23500,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,23500,moñitos,23,Cordoba
421,23555,0,0,1,4,1,1,5,2,3,0,0,2,3,2,1,2,4,3,6,6,4,23555,planeta rica,23,Cordoba
422,23570,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,1,1,1,0,1,23570,pueblo nuevo,23,Cordoba
423,23574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23574,puerto escondido,23,Cordoba
424,23580,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,23580,puerto libertador,23,Cordoba
425,23586,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,23586,purísima de la concepción,23,Cordoba
426,23660,3,0,1,4,1,2,2,3,3,1,2,3,5,2,5,1,3,5,5,6,5,23660,sahagún,23,Cordoba
427,23670,0,0,0,0,0,2,0,0,1,0,1,0,1,1,2,0,0,0,2,1,1,23670,san andrés de sotavento,23,Cordoba
428,23672,0,0,2,0,0,0,0,0,0,1,2,1,1,1,0,1,0,0,0,1,1,23672,san antero,23,Cordoba
429,23675,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0,0,1,0,1,23675,san bernardo del viento,23,Cordoba
430,23678,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,23678,san carlos,23,Cordoba
431,23686,0,0,1,0,1,1,0,0,2,1,2,0,0,0,2,1,0,2,1,1,1,23686,san pelayo,23,Cordoba
432,23807,0,0,1,0,1,1,1,1,1,3,1,0,0,0,5,0,4,3,1,3,3,23807,tierralta,23,Cordoba
433,23815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,23815,tuchín,23,Cordoba
